object,band,variant,rise_time_days,decay_time_days,peak_time_days,chi2,n_obs,fwhm_days,rise_rate_mag_per_day,decay_rate_mag_per_day,powerlaw_amplitude,powerlaw_index
ZTF25aaivcgm,g,Bazin,1.753,2.102,-85.114,2.513,2,NaN,0.000000,0.000000,NaN,NaN
ZTF25aaiwalj,g,Full,2.412,12.022,9.148,31.325,12,51.939,-0.303728,0.090313,NaN,NaN
ZTF25aaiwalj,r,Full,2.720,27.471,8.047,55.563,11,51.939,-0.243401,0.039523,NaN,NaN
ZTF25aaixekc,g,Full,0.646,1808.042,1.860,4.556,9,30.904,-0.217411,0.000601,NaN,NaN
ZTF25aaixekc,r,Full,0.720,665.142,2.189,2.063,8,1.864,-0.279873,0.001632,NaN,NaN
ZTF25aaixenf,r,Bazin,3.862,33.115,1.902,0.876,17,54.041,-0.047615,0.058928,NaN,NaN
ZTF25aaixenf,g,Bazin,4.803,5.825,20.484,3.815,5,29.872,-0.031087,-0.000000,NaN,NaN
ZTF25aaixfyj,r,FastDecay,NaN,23.778,78.590,2.381,79,30.038,0.005693,0.045661,NaN,NaN
ZTF25aaixfyj,g,FastDecay,NaN,8.748,68.590,15.586,12,42.686,0.003510,0.124119,NaN,NaN
ZTF25aaixhor,r,FastDecay,NaN,148.413,100.000,1.220,32,NaN,0.003587,0.004549,NaN,NaN
ZTF25aaixhor,g,FastDecay,NaN,103.553,90.000,4.808,16,NaN,0.001719,0.003589,NaN,NaN
ZTF25aaixhxe,r,Full,665.142,40.068,100.000,49.261,79,150.104,0.038365,0.026356,NaN,NaN
ZTF25aaixhxe,g,Full,300.569,29.780,100.000,5.371,45,150.104,0.042743,0.035015,NaN,NaN
ZTF25aaixppk,r,Full,39.672,386.888,-5.000,0.407,103,NaN,-0.000649,0.002497,NaN,NaN
ZTF25aaixppk,g,Full,665.142,297.824,98.021,0.431,66,NaN,-0.000832,0.002875,NaN,NaN
ZTF25aaixppk,i,Full,14.595,142.328,-5.000,0.034,1,32.946,0.007206,0.007628,NaN,NaN
ZTF25aaixrfr,r,Full,26.818,53.197,33.556,1.457,80,56.841,-0.013988,0.019690,NaN,NaN
ZTF25aaixrfr,g,Full,72.899,40.542,34.723,2.349,40,88.253,0.000964,0.024003,NaN,NaN
ZTF25aaiylpu,g,Bazin,7.184,21.156,3.772,0.874,11,10.162,-0.013431,0.036527,NaN,NaN
ZTF25aaiylpu,r,Bazin,3.269,33.115,2.978,0.227,10,NaN,-0.036213,0.011529,NaN,NaN
ZTF25aaiyxzl,r,Full,3.362,30.860,4.810,1.113,15,53.915,-0.077364,0.035181,NaN,NaN
ZTF25aaiyxzl,g,Full,3.709,14.628,7.407,1.286,13,53.915,-0.086787,0.074216,NaN,NaN
ZTF25aaiyywg,r,Full,34.438,3.836,35.282,6.236,6,NaN,-0.001182,0.009594,NaN,NaN
ZTF25aaiyywg,g,Full,15.179,7.869,25.282,14.864,5,NaN,-0.029864,-0.001319,NaN,NaN
ZTF25aaizkcc,r,Bazin,2.912,33.115,7.147,2.434,29,78.009,-0.119953,0.046335,NaN,NaN
ZTF25aaizkcc,g,Bazin,5.605,8.459,20.473,10.728,19,46.648,-0.032833,0.010491,NaN,NaN
ZTF25aaizkhw,r,Bazin,3.268,22.635,2.643,1.005,42,44.922,-0.064093,0.069499,NaN,NaN
ZTF25aaizkhw,g,Bazin,2.488,9.796,3.881,0.641,11,44.922,-0.045871,0.048245,NaN,NaN
ZTF25aaizniw,g,Bazin,3.934,11.364,7.784,0.430,19,37.904,-0.088896,0.086398,NaN,NaN
ZTF25aaizniw,r,Bazin,27.578,3.136,-100.000,22.037,16,NaN,0.000000,0.000000,NaN,NaN
ZTF25aaizucq,r,Bazin,3.580,31.663,5.916,1.217,22,78.971,-0.060257,0.035868,NaN,NaN
ZTF25aaizucq,g,Bazin,3.157,13.374,8.894,0.444,11,78.971,-0.069241,0.026960,NaN,NaN
ZTF25aaizuju,r,Full,0.007,0.011,65.820,426.366,32,80.945,-0.000000,-0.000000,NaN,NaN
ZTF25aaizuju,g,Full,0.018,0.009,59.060,1384.620,19,80.945,-2.323572,-0.000000,NaN,NaN
ZTF25aaizxrf,r,Full,0.007,29.831,38.690,0.858,25,48.874,0.052152,0.036396,NaN,NaN
ZTF25aaizxrf,g,Full,0.020,51.946,38.706,0.540,15,38.913,0.036024,0.020901,NaN,NaN
ZTF25aaizxvv,r,Bazin,33.112,2.430,-2.725,4.093,19,36.554,0.048356,0.000000,NaN,NaN
ZTF25aaizxvv,g,Bazin,1.000,1.000,-100.000,0.000,1,NaN,-0.000000,-0.000000,NaN,NaN
ZTF25aaizyki,r,Bazin,1.000,27.122,30.000,0.689,37,83.546,0.037856,0.020306,NaN,NaN
ZTF25aaizyki,g,Bazin,1.000,33.115,16.810,0.811,33,72.580,0.024765,0.007465,NaN,NaN
ZTF25aajawti,r,Bazin,4.472,30.348,3.414,1.052,18,37.969,-0.080846,0.043634,NaN,NaN
ZTF25aajawti,g,Bazin,4.238,5.779,17.840,0.833,10,12.783,-0.047142,0.083433,NaN,NaN
ZTF25aajbcmc,r,Full,5.021,1808.042,6.206,2.087,13,6.007,-0.106203,0.000500,NaN,NaN
ZTF25aajbcmc,g,Full,5.060,665.142,8.042,8.990,11,5.746,-0.112617,0.014232,NaN,NaN
ZTF25aajbdhk,r,Full,4.644,162.131,-0.395,0.220,6,NaN,-0.055787,0.024368,NaN,NaN
ZTF25aajbdhk,g,Full,9.716,59.645,-2.582,0.939,5,NaN,-0.013094,0.012285,NaN,NaN
ZTF25aajbsll,r,Bazin,1.232,13.502,6.799,0.000,3,3.107,-0.021823,-0.041429,NaN,NaN
ZTF25aajbsll,g,Bazin,33.115,3.215,-100.000,3.516,2,NaN,-0.000000,-0.000000,NaN,NaN
ZTF25aajcusp,g,Bazin,2.835,12.487,6.947,39.179,25,68.927,-0.062666,0.031355,NaN,NaN
ZTF25aajcusp,r,Bazin,2.780,29.133,4.388,28.912,19,68.927,-0.070113,0.053885,NaN,NaN
ZTF25aajdsux,r,Bazin,3.636,33.115,-54.370,161.938,39,NaN,0.000000,0.000000,NaN,NaN
ZTF25aajdsux,g,Bazin,32.657,4.051,17.122,142.664,16,NaN,-0.000000,-0.000000,NaN,NaN
ZTF25aajdsux,i,Bazin,9.121,1.000,30.000,0.000,1,NaN,0.000000,0.000000,NaN,NaN
ZTF25aajdyvz,r,FastDecay,NaN,48.998,100.000,3.549,41,30.625,0.003324,0.022159,NaN,NaN
ZTF25aajdyvz,g,FastDecay,NaN,18.025,90.000,120.863,31,47.718,-0.000000,0.060234,NaN,NaN
ZTF25aajektz,r,Bazin,1.000,3.821,2.881,0.000,2,1.307,-0.551418,-0.088120,NaN,NaN
ZTF25aajektz,g,Bazin,3.301,3.247,-94.882,0.253,2,NaN,0.000000,0.000000,NaN,NaN
ZTF25aajesph,r,Bazin,3.284,4.803,7.461,0.326,10,3.248,-0.012935,0.012708,NaN,NaN
ZTF25aajesph,g,Bazin,2.913,16.771,-1.279,1.172,6,10.592,-0.001417,0.072291,NaN,NaN
ZTF25aajfbac,g,Bazin,1.000,32.995,5.596,0.000,3,5.127,-0.171679,-0.178135,NaN,NaN
ZTF25aajfbac,r,Bazin,2.160,33.115,7.079,0.000,2,3.285,-0.093205,-0.146717,NaN,NaN
ZTF25aajffqa,r,Bazin,3.108,29.416,6.783,11.730,17,62.943,-0.125481,0.041983,NaN,NaN
ZTF25aajffqa,g,Bazin,2.817,17.478,7.406,3.955,13,62.943,-0.119411,0.056882,NaN,NaN
ZTF25aajfjhm,r,Bazin,17.724,6.836,-44.649,78.715,28,NaN,0.000000,0.000000,NaN,NaN
ZTF25aajfjhm,g,Bazin,25.998,2.625,-69.729,140.727,10,NaN,0.000000,0.000000,NaN,NaN
ZTF25aajfota,r,Full,7.527,53.078,28.258,1.502,12,16.141,-0.105479,-0.000256,NaN,NaN
ZTF25aajfota,g,Full,2.806,22.079,31.465,1.189,11,28.669,-0.358162,0.036251,NaN,NaN
ZTF25aajfota,i,Full,20.461,142.031,18.258,0.034,1,NaN,0.007006,-0.005042,NaN,NaN
ZTF25aajfyro,r,Bazin,3.210,28.514,18.914,10.238,45,84.730,-0.664879,0.039963,NaN,NaN
ZTF25aajfyro,g,Bazin,5.177,8.263,30.000,48.944,29,84.730,-0.056822,0.011085,NaN,NaN
ZTF25aajfyro,i,Bazin,1.000,1.000,30.000,0.000,1,50.242,0.000001,-0.000000,NaN,NaN
ZTF25aajfyvr,r,Full,2.487,1808.042,2.301,32.307,40,1.988,-0.062711,0.000601,NaN,NaN
ZTF25aajfyvr,g,Full,0.915,665.142,0.526,128.582,18,0.331,-0.026376,0.001632,NaN,NaN
ZTF25aajfzlt,g,Full,3.980,12.814,10.142,3.387,13,44.012,-0.140013,0.084473,NaN,NaN
ZTF25aajfzlt,r,Full,3.766,25.081,7.743,2.729,12,44.012,-0.118849,0.043191,NaN,NaN
ZTF25aajgcvv,g,Bazin,3.605,18.722,6.018,1.819,21,38.988,-0.128106,0.069264,NaN,NaN
ZTF25aajgcvv,r,Bazin,10.518,2.323,-81.519,24.269,20,NaN,0.000000,0.000000,NaN,NaN
ZTF25aajgfsk,r,Full,6.262,57.160,-5.000,1.866,21,NaN,-0.025797,0.018934,NaN,NaN
ZTF25aajgfsk,g,Full,2.304,153.521,1.307,0.037,3,0.782,-0.060826,0.007072,NaN,NaN
ZTF25aajghtw,r,Bazin,3.467,32.219,-0.363,1.427,37,3.810,-0.034580,0.035060,NaN,NaN
ZTF25aajghtw,g,Bazin,2.971,19.191,0.450,0.921,10,15.058,-0.028239,0.068662,NaN,NaN
ZTF25aajgoqd,r,Bazin,2.659,27.451,8.044,9.302,55,101.907,-0.073426,0.035483,NaN,NaN
ZTF25aajgoqd,g,Bazin,2.853,16.835,9.184,13.778,33,101.907,-0.059312,0.023208,NaN,NaN
ZTF25aajhxmh,r,Bazin,4.378,33.115,5.525,28.629,11,50.990,-0.083902,0.034132,NaN,NaN
ZTF25aajhxmh,g,Bazin,3.387,23.597,5.448,11.346,7,50.990,-0.098224,0.046774,NaN,NaN
ZTF25aajhxtl,r,Bazin,4.962,33.115,30.000,1.967,11,21.750,-0.010244,-0.048641,NaN,NaN
ZTF25aajhxtl,g,Bazin,1.166,27.882,-31.853,0.080,5,NaN,0.019538,0.010973,NaN,NaN
ZTF25aajitmc,r,Bazin,4.120,26.264,9.900,1.563,40,73.926,-0.094860,0.035676,NaN,NaN
ZTF25aajitmc,g,Bazin,4.560,5.391,27.764,2.546,20,40.864,-0.027819,0.004466,NaN,NaN
ZTF25aajitmc,i,Bazin,33.115,2.759,-100.000,0.000,1,NaN,-0.000000,-0.000000,NaN,NaN
ZTF25aajiutj,r,Bazin,3.276,27.739,11.298,10.108,52,106.870,-0.052729,0.031010,NaN,NaN
ZTF25aajiutj,g,Bazin,2.727,33.115,8.494,164.887,38,106.870,-0.045117,1.516290,NaN,NaN
ZTF25aajiutj,i,Bazin,1.000,1.159,-86.495,0.000,1,NaN,-0.000000,-0.000000,NaN,NaN
ZTF25aajixgi,r,Bazin,3.645,22.992,1.396,0.283,56,36.987,-0.004033,0.026955,NaN,NaN
ZTF25aajixgi,g,Bazin,5.265,7.483,14.267,0.212,15,43.039,-0.006158,0.007515,NaN,NaN
ZTF25aajjeon,g,Full,4.877,84.945,10.544,1.069,38,6.250,-0.082164,0.012771,NaN,NaN
ZTF25aajjeon,r,Full,8.667,43.279,20.338,0.902,38,4.861,-0.056088,0.023774,NaN,NaN
ZTF25aajlrlk,g,Bazin,2.916,11.508,9.016,1.076,10,38.016,-0.142687,0.053045,NaN,NaN
ZTF25aajlrlk,r,Bazin,3.449,22.947,7.864,0.139,9,38.016,-0.155725,0.042997,NaN,NaN
ZTF25aajlsss,g,Full,5.243,18.478,24.386,0.245,7,NaN,-0.072324,0.047592,NaN,NaN
ZTF25aajlsss,r,Full,6.881,15.566,28.571,0.127,5,NaN,-0.101688,0.042827,NaN,NaN
ZTF25aajlyns,r,Bazin,1.721,33.115,7.791,1.247,28,42.857,0.005432,0.008953,NaN,NaN
ZTF25aajlyns,g,Bazin,33.115,24.763,30.000,4.055,26,52.478,0.021202,0.018661,NaN,NaN
ZTF25aajmrso,r,Bazin,2.627,13.975,1.838,0.782,19,NaN,-0.062132,0.037790,NaN,NaN
ZTF25aajmrso,g,Bazin,2.394,3.006,12.753,0.066,5,NaN,-0.034734,0.060342,NaN,NaN
ZTF25aajmtzs,r,Bazin,1.890,29.625,-83.146,4.556,18,NaN,0.000000,0.000000,NaN,NaN
ZTF25aajmtzs,g,Bazin,12.608,33.115,-25.612,14.668,17,NaN,-0.000000,-0.000000,NaN,NaN
ZTF25aajmuaa,r,Full,29.748,13.382,74.203,0.349,6,NaN,-0.021400,-0.020314,NaN,NaN
ZTF25aajmuaa,g,Full,29.601,10.182,84.197,0.227,4,NaN,-0.023379,-0.022507,NaN,NaN
ZTF25aajoapm,r,Bazin,3.638,33.115,1.805,1.559,21,32.481,-0.027359,0.049844,NaN,NaN
ZTF25aajoapm,g,Bazin,3.170,14.129,4.203,5.110,13,65.957,-0.017292,0.051881,NaN,NaN
ZTF25aajobsh,r,Bazin,2.940,33.115,4.039,4.450,27,69.954,-0.061674,0.043314,NaN,NaN
ZTF25aajobsh,g,Bazin,5.011,8.808,15.212,0.731,16,42.535,-0.038134,0.016337,NaN,NaN
ZTF25aajogrc,r,FastDecay,NaN,5.854,5.090,0.381,11,NaN,0.000613,0.123138,NaN,NaN
ZTF25aajqewt,r,Full,2.340,23.919,6.155,3.888,21,68.004,-0.160990,0.045392,NaN,NaN
ZTF25aajqewt,g,Full,2.435,10.904,6.346,2.329,11,68.004,-0.161264,0.099570,NaN,NaN
ZTF25aajqkdo,r,Bazin,3.826,33.115,10.047,2.511,25,65.888,-0.195881,0.046390,NaN,NaN
ZTF25aajqkdo,g,Bazin,3.179,19.210,10.859,4.214,22,65.888,-0.201104,0.085748,NaN,NaN
ZTF25aajqkss,r,Bazin,3.105,28.526,6.707,2.497,24,52.006,-0.170785,0.047381,NaN,NaN
ZTF25aajqkss,g,Bazin,3.158,33.115,4.269,12.383,13,52.006,-0.169723,0.105144,NaN,NaN
ZTF25aajqtfg,r,Full,109.384,1808.042,-5.000,3.863,129,NaN,-0.003963,-0.002330,NaN,NaN
ZTF25aajqtfg,g,Full,297.337,665.142,5.000,15.581,40,NaN,0.007848,0.000066,NaN,NaN
ZTF25aajqtfg,i,Full,42.552,1808.042,5.000,2.871,5,NaN,-0.003582,-0.002451,NaN,NaN
ZTF25aajrdsb,g,Full,1.603,0.246,2.379,0.034,2,0.392,-0.533536,-0.397626,NaN,NaN
ZTF25aajrdsb,r,Full,4.333,0.132,2.938,0.034,1,NaN,-0.155594,-0.134268,NaN,NaN
ZTF25aajrlbu,r,Bazin,3.473,30.829,8.736,2.886,58,72.820,-0.135007,0.045455,NaN,NaN
ZTF25aajrlbu,g,Bazin,3.960,11.434,13.564,7.997,21,72.820,-0.087240,0.020911,NaN,NaN
ZTF25aajrzzz,g,Full,613.641,63.237,23.364,0.555,7,35.630,0.034501,0.016302,NaN,NaN
ZTF25aajsaas,g,Bazin,3.114,15.807,7.959,11.840,33,155.728,0.015585,0.001287,NaN,NaN
ZTF25aajsaas,r,Bazin,3.693,29.063,7.350,11.049,31,155.728,-0.006266,1.100184,NaN,NaN
ZTF25aajscwm,r,Full,3.763,19.135,7.566,5.610,44,49.978,-0.156904,0.056715,NaN,NaN
ZTF25aajscwm,g,Full,3.685,10.809,7.953,2.581,22,49.978,-0.166462,0.100422,NaN,NaN
ZTF25aajsirl,r,Full,0.007,113.843,100.000,20.330,20,98.237,0.009537,0.009537,NaN,NaN
ZTF25aajsirl,g,Full,0.007,230.633,100.000,0.829,6,17.861,0.004708,0.004708,NaN,NaN
ZTF25aajsivt,r,Bazin,2.882,3.587,21.353,0.113,6,NaN,-0.020611,0.012511,NaN,NaN
ZTF25aajsivt,g,Bazin,27.762,3.123,14.449,0.000,2,18.550,0.315432,0.084329,NaN,NaN
ZTF25aajsjwi,r,Full,107.857,1807.944,95.816,0.920,10,NaN,0.001752,0.013009,NaN,NaN
ZTF25aajsjwi,g,Full,293.186,665.105,92.652,0.034,1,NaN,0.005155,0.011162,NaN,NaN
ZTF25aajupcd,r,Full,5.136,0.007,29.252,9.745,36,65.022,-0.110783,0.073910,NaN,NaN
ZTF25aajupcd,g,Full,2.548,0.017,26.580,3.234,17,65.022,-0.176912,-0.000000,NaN,NaN
ZTF25aajuqtp,r,Bazin,17.288,1.611,-62.080,222.103,35,NaN,-0.000000,-0.000000,NaN,NaN
ZTF25aajuqtp,g,Bazin,3.474,7.538,18.075,215.582,14,NaN,0.000000,0.000000,NaN,NaN
ZTF25aajuqtp,i,Bazin,1.883,17.692,-11.432,1.132,8,NaN,0.000000,-0.000000,NaN,NaN
ZTF25aajwnhx,g,Full,28.295,0.019,88.570,0.034,2,NaN,-0.025833,-0.023479,NaN,NaN
ZTF25aajwnhx,r,Full,31.716,0.019,83.406,0.034,1,NaN,-0.020298,-0.017575,NaN,NaN
ZTF25aajxvvi,r,Full,3.076,33.856,2.239,0.739,21,NaN,-0.087980,0.031997,NaN,NaN
ZTF25aajxvvi,g,Full,3.718,13.269,7.987,0.139,4,32.958,-0.146627,0.080639,NaN,NaN
ZTF25aajygin,r,Full,27.293,79.502,49.878,9.584,103,119.796,-0.005765,0.013621,NaN,NaN
ZTF25aajygin,g,Full,110.456,65.497,100.000,2.265,70,158.913,0.007046,0.014475,NaN,NaN
ZTF25aakatwx,g,Bazin,3.186,22.320,6.456,1.064,10,31.018,-0.232778,0.056794,NaN,NaN
ZTF25aakatwx,r,Bazin,1.413,1.475,26.978,6.641,7,31.018,-0.064087,5.961109,NaN,NaN
ZTF25aakatxm,r,Full,2.696,23.375,4.942,0.677,11,44.065,-0.186317,0.046446,NaN,NaN
ZTF25aakatxm,g,Full,3.044,12.979,5.068,0.376,11,44.065,-0.164691,0.083649,NaN,NaN
ZTF25aakaxwv,r,Full,20.246,0.122,71.306,0.959,17,79.022,-0.036994,0.038637,NaN,NaN
ZTF25aakaxwv,g,Full,23.440,0.047,61.306,0.946,11,13.104,-0.024853,1.820716,NaN,NaN
ZTF25aakbbof,r,Full,4.882,10.324,11.395,0.798,7,3.344,-0.146324,0.048328,NaN,NaN
ZTF25aakbbof,g,Full,3.026,6.337,4.520,0.034,3,19.013,-0.167219,0.164589,NaN,NaN
ZTF25aakbkbf,g,Full,1.842,1808.042,-1.771,0.035,4,NaN,-0.084469,0.000119,NaN,NaN
ZTF25aakbkbf,r,Full,3.882,1808.042,4.548,0.069,3,3.351,-0.145669,-0.040110,NaN,NaN
ZTF25aakbqpl,r,Full,2.546,29.109,10.440,7.297,18,65.099,-0.240000,0.037299,NaN,NaN
ZTF25aakbqpl,g,Full,3.375,14.798,13.233,8.466,17,65.099,-0.212399,0.073370,NaN,NaN
ZTF25aakbssn,r,FastDecay,NaN,27.305,21.119,3.522,35,46.266,0.027238,0.039764,NaN,NaN
ZTF25aakbssn,g,FastDecay,NaN,13.038,23.092,8.301,10,54.579,0.045761,0.083278,NaN,NaN
ZTF25aakcynb,r,Bazin,23.016,1.199,25.969,17.586,13,NaN,0.000000,0.000000,NaN,NaN
ZTF25aakcynb,g,Bazin,1.000,1.113,-73.654,8.678,6,NaN,-0.000000,-0.000000,NaN,NaN
ZTF25aakeqyr,r,Full,12.127,19.477,65.365,6.139,31,86.041,-0.055241,0.051744,NaN,NaN
ZTF25aakeqyr,g,Full,9.258,20.803,55.365,5.983,26,86.041,-0.064263,0.051447,NaN,NaN
ZTF25aakeysx,r,Full,31.696,0.007,99.521,2.250,5,NaN,-0.023079,-0.022683,NaN,NaN
ZTF25aakeysx,g,Full,29.205,0.018,89.521,0.338,4,NaN,-0.024801,-0.024313,NaN,NaN
ZTF25aakgfpu,r,Full,2.187,24.479,2.255,0.131,12,2.178,-0.173413,0.044346,NaN,NaN
ZTF25aakgfpu,g,Full,1.365,13.149,0.331,0.049,4,0.156,-0.085441,0.011682,NaN,NaN
ZTF25aakgidm,g,Full,23.937,263.979,69.172,1.027,31,1.287,-0.011882,0.004099,NaN,NaN
ZTF25aakgidm,r,Full,18.282,135.920,79.172,0.195,9,256.133,-0.026489,0.007985,NaN,NaN
ZTF25aakgmne,r,Bazin,1.741,33.115,3.446,0.455,24,59.889,-0.103092,0.039360,NaN,NaN
ZTF25aakgmne,g,Bazin,3.141,17.456,5.839,0.487,13,59.889,-0.081154,0.083773,NaN,NaN
ZTF25aakhihh,r,Full,3.594,32.236,7.645,2.619,55,69.019,-0.123927,0.033681,NaN,NaN
ZTF25aakhihh,g,Full,3.959,13.604,7.766,4.019,29,69.019,-0.107088,0.079809,NaN,NaN
ZTF25aakhmwn,r,Bazin,4.899,25.320,5.167,0.605,12,40.986,-0.073965,0.047044,NaN,NaN
ZTF25aakhmwn,g,Bazin,1.603,1.716,18.855,1.541,8,20.184,-0.029419,0.000237,NaN,NaN
ZTF25aakhogj,r,Full,2.703,26.132,8.326,1.709,21,68.855,-0.133956,0.041548,NaN,NaN
ZTF25aakhogj,g,Full,3.847,12.728,12.028,1.046,14,68.855,-0.128862,0.085299,NaN,NaN
ZTF25aaklxxk,r,Full,2.507,25.757,68.434,1.569,17,61.903,-0.155371,0.042152,NaN,NaN
ZTF25aaklxxk,g,Full,5.177,9.476,76.902,2.669,10,61.903,-0.116832,0.114424,NaN,NaN
ZTF25aakmhgu,r,Bazin,23.034,2.112,28.646,67.750,49,NaN,0.000000,0.000000,NaN,NaN
ZTF25aakmhgu,g,Bazin,11.310,21.438,-91.698,32.658,31,NaN,0.000000,0.000000,NaN,NaN
ZTF25aakmtxg,g,Bazin,3.792,14.185,-18.461,0.000,2,NaN,0.031737,0.029318,NaN,NaN
ZTF25aaknimc,r,FastDecay,NaN,148.413,14.743,0.687,8,NaN,0.007316,0.007316,NaN,NaN
ZTF25aaknjda,r,Full,665.142,39.292,4.739,0.379,6,47.764,0.036687,0.026850,NaN,NaN
ZTF25aaknjda,g,Full,244.692,106.805,14.042,67.277,3,54.246,0.054017,0.008153,NaN,NaN
ZTF25aaknnlf,r,Full,183.242,0.013,99.607,1.222,37,NaN,0.002204,0.004872,NaN,NaN
ZTF25aaknnlf,g,Full,121.722,0.036,89.607,1.123,10,NaN,0.002498,0.008900,NaN,NaN
ZTF25aaknwwy,g,Full,6.622,1204.799,100.000,4.959,47,NaN,0.000901,0.000901,NaN,NaN
ZTF25aaknwwy,r,Full,2.573,1160.894,100.000,3.256,13,NaN,0.000935,0.000935,NaN,NaN
ZTF25aaknwwy,i,Full,2.676,1373.708,100.000,0.736,11,NaN,0.000790,0.000790,NaN,NaN
ZTF25aakoamh,r,Full,3.626,29.285,7.693,0.558,49,62.899,-0.123207,0.037073,NaN,NaN
ZTF25aakoamh,g,Full,3.659,13.799,6.660,1.370,20,62.899,-0.115510,0.078679,NaN,NaN
ZTF25aakoamh,i,Full,9.237,79.606,17.693,0.034,1,9.798,-0.074033,0.027434,NaN,NaN
ZTF25aakpluz,r,Bazin,27.322,1.000,-100.000,0.000,1,NaN,0.000000,0.000000,NaN,NaN
ZTF25aakpluz,g,Bazin,11.439,1.000,-61.828,0.000,1,NaN,-0.000000,-0.000000,NaN,NaN
ZTF25aakqyxk,r,Full,20.035,0.114,9.388,2.417,18,NaN,-0.017301,0.015984,NaN,NaN
ZTF25aakqyxk,g,Full,54.460,0.300,5.352,3.171,12,9.968,0.005114,0.641156,NaN,NaN
ZTF25aakrsbo,r,Bazin,2.807,27.533,8.293,3.906,52,65.935,-0.176553,0.046083,NaN,NaN
ZTF25aakrsbo,g,Bazin,2.553,16.173,9.424,5.331,15,65.935,-0.188886,0.075811,NaN,NaN
ZTF25aakrsbo,i,Bazin,1.000,25.472,30.000,0.384,2,65.935,-0.000000,0.026275,NaN,NaN
ZTF25aaktazi,r,Full,3.456,28.374,11.815,4.760,36,65.035,-0.191093,0.038264,NaN,NaN
ZTF25aaktazi,g,Full,2.815,12.346,9.457,5.432,31,65.035,-0.205273,0.087943,NaN,NaN
ZTF25aaktqzg,r,Bazin,1.928,20.805,10.779,602.227,76,163.851,-0.047713,0.009430,NaN,NaN
ZTF25aaktqzg,g,Bazin,1.000,14.489,7.255,3186.062,47,163.851,-0.007099,0.000397,NaN,NaN
ZTF25aalbnkr,r,Full,6.681,60.910,4.494,0.502,38,88.919,-0.032587,0.017822,NaN,NaN
ZTF25aalbnkr,g,Full,2.458,32.290,0.562,0.231,26,57.194,0.007661,0.033625,NaN,NaN
ZTF25aaldcfz,r,Full,3.578,27.379,9.300,1.918,18,61.921,-0.167153,0.039655,NaN,NaN
ZTF25aaldcfz,g,Full,4.399,12.797,13.288,1.714,14,61.921,-0.172831,0.084815,NaN,NaN
ZTF25aaldwkh,g,Full,2.973,17.093,7.403,1.353,10,4.190,-0.242905,0.056271,NaN,NaN
ZTF25aaldwkh,r,Full,5.164,6.288,15.955,0.635,8,6.725,-0.152800,0.099470,NaN,NaN
ZTF25aalgait,g,Bazin,1.100,2.442,-100.000,0.000,1,NaN,-0.000000,0.000000,NaN,NaN
ZTF25aalgait,r,Bazin,1.000,1.044,-100.000,0.000,1,NaN,-0.000000,-0.000000,NaN,NaN
ZTF25aalkuhn,g,Bazin,1.059,4.130,2.589,0.000,2,NaN,-0.167937,-0.189615,NaN,NaN
ZTF25aalkyad,g,Full,3.564,12.311,9.049,0.794,12,52.907,-0.172465,0.088180,NaN,NaN
ZTF25aalkyad,r,Full,3.402,28.197,6.480,1.039,11,52.907,-0.143197,0.038502,NaN,NaN
ZTF25aallbvg,g,Full,3.463,11.800,9.338,0.366,13,6.787,-0.230594,0.066235,NaN,NaN
ZTF25aallbvg,r,Full,4.499,4.341,11.647,0.317,7,7.692,-0.178624,0.047587,NaN,NaN
ZTF25aalldzz,r,Full,2.008,1173.459,6.125,9.217,15,5.274,-0.375586,0.052934,NaN,NaN
ZTF25aalldzz,g,Full,1.894,1505.956,6.500,3.949,7,29.986,-0.413881,0.122446,NaN,NaN
ZTF25aallfvw,g,Bazin,1.005,32.444,3.751,0.000,2,1.859,-0.141242,-0.368538,NaN,NaN
ZTF25aallfvw,r,Bazin,1.000,33.115,30.000,0.000,1,NaN,-0.000000,-0.000000,NaN,NaN
ZTF25aallhlk,g,Full,1.572,1808.042,1.583,0.034,2,0.978,-0.460095,-0.163779,NaN,NaN
ZTF25aallhlk,r,Full,0.614,665.141,-5.000,0.034,1,NaN,0.012459,0.013158,NaN,NaN
ZTF25aallhll,g,Full,1.447,1718.618,-0.286,0.035,2,NaN,-0.306063,-0.145414,NaN,NaN
ZTF25aallniz,g,Bazin,1.062,9.678,2.182,0.000,2,0.170,-0.417449,-0.374217,NaN,NaN
ZTF25aalocpf,g,Bazin,3.597,14.041,11.230,44.500,37,96.879,-0.058109,0.014498,NaN,NaN
ZTF25aalocpf,r,Bazin,2.855,27.626,9.394,22.837,32,96.879,-0.102161,0.039506,NaN,NaN
ZTF25aalpjxp,r,Full,3.589,26.964,6.335,1.974,28,55.950,-0.141377,0.040263,NaN,NaN
ZTF25aalpjxp,g,Full,3.907,15.033,9.955,3.474,17,55.950,-0.174250,0.072209,NaN,NaN
ZTF25aalpmfp,r,Bazin,1.781,19.317,10.631,2.860,11,38.969,-0.244244,0.047985,NaN,NaN
ZTF25aalpmfp,g,Bazin,2.008,9.206,13.008,0.271,6,38.969,-0.247754,0.095301,NaN,NaN
ZTF25aalpqkg,r,Full,2.830,26.248,6.399,11.474,22,78.908,-0.064676,0.041364,NaN,NaN
ZTF25aalpqkg,g,Full,4.536,9.656,12.129,13.237,14,78.908,-0.066472,0.112439,NaN,NaN
